"Hora local en Pudahuel (aeropuerto)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss";
"13.11.2017 08:00";"14.6";"719.9";"761.3";"1.0";"71";"Viento procedente del sursuroeste";"2";"";"";"sin nubes.";"Bruma. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"10.2";"";"";"";"";"";"";"8.0";"9.4";"Sin precipitación";"6";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"13.11.2017 05:00";"12.6";"718.9";"760.6";"";"76";"Viento procedente del sursureste";"3";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"";"8.4";"";"";"";"";"";"";
"13.11.2017 02:00";"13.6";"718.3";"759.8";"0.0";"68";"Viento procedente del sursureste";"3";"";"";"sin nubes.";"Ningún desarrollo nuboso observado u observable. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"";"";"";"";"";"";"10.0";"7.7";"Sin precipitación";"6";"";"";"";"";
"12.11.2017 23:00";"16.8";"718.3";"759.4";"";"57";"Viento procedente del sur";"4";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"";"8.1";"";"";"";"";"";"";
"12.11.2017 20:00";"20.4";"717.7";"758.2";"0.8";"47";"Viento procedente del sursureste";"5";"";"";"sin nubes.";"Ningún desarrollo nuboso observado u observable. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"30.2";"";"";"";"";"";"10.0";"8.8";"Sin precipitación";"6";"";"";"";"";
"12.11.2017 17:00";"27.9";"716.9";"756.3";"";"31";"Viento procedente del sur-oeste";"7";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"";"9.0";"";"";"";"";"";"";
"12.11.2017 14:00";"29.0";"717.1";"756.3";"-0.6";"31";"Viento procedente del sur-oeste";"7";"";"";"sin nubes.";"Estado del cielo sin cambios en su conjunto. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"";"";"";"";"";"";"10.0";"10.1";"Sin precipitación";"6";"";"";"";"";
"12.11.2017 11:00";"26.3";"717.7";"757.3";"";"34";"Viento procedente del sur";"3";"";"";"sin nubes.";"Bruma. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"";"";"";"";"";"";"";"9.3";"";"";"";"";"";"";
"12.11.2017 08:00";"20.4";"717.9";"758.3";"1.4";"49";"Viento procedente del sursureste";"2";"";"";"sin nubes.";"Visibilidad reducida por humo, por ejemplo fuego de maleza o incendio de bosques, humo industrial o cenizas volcánicas. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"12.3";"";"";"";"";"";"";"7.0";"9.3";"Sin precipitación";"6";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"12.11.2017 05:00";"13.6";"716.5";"758.0";"";"69";"Viento procedente del norte";"2";"";"";"sin nubes.";"Visibilidad reducida por humo, por ejemplo fuego de maleza o incendio de bosques, humo industrial o cenizas volcánicas. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";
"12.11.2017 02:00";"15.4";"716.5";"757.8";"-0.3";"64";"Viento procedente del noroeste";"2";"";"";"sin nubes.";"Visibilidad reducida por humo, por ejemplo fuego de maleza o incendio de bosques, humo industrial o cenizas volcánicas. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"";"";"";"";"";"";"2.0";"8.6";"Sin precipitación";"6";"";"";"";"";
"11.11.2017 23:00";"19.7";"716.8";"757.5";"";"49";"Viento procedente del sursureste";"2";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"";"8.7";"";"";"";"";"";"";
"11.11.2017 20:00";"24.7";"716.2";"756.1";"0.2";"35";"Viento procedente del sur";"5";"";"";"sin nubes.";"Estado del cielo sin cambios en su conjunto. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"33.1";"";"";"";"";"";"10.0";"8.3";"Rastros";"6";"";"";"";"";
"11.11.2017 17:00";"30.0";"716.0";"755.0";"";"25";"Viento procedente del sur-oeste";"8";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"";"7.9";"";"";"";"";"";"";
"11.11.2017 14:00";"32.3";"716.5";"755.3";"-0.9";"14";"Viento procedente del sursuroeste";"7";"";"";"sin nubes.";"Estado del cielo sin cambios en su conjunto. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"";"";"";"";"";"";"10.0";"1.9";"Sin precipitación";"6";"";"";"";"";
"11.11.2017 11:00";"27.7";"717.4";"756.9";"";"24";"";"";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"";"5.1";"";"";"";"";"";"";
"11.11.2017 08:00";"19.0";"718.0";"758.6";"1.0";"50";"Viento procedente del norte";"2";"";"";"sin nubes.";"Visibilidad reducida por humo, por ejemplo fuego de maleza o incendio de bosques, humo industrial o cenizas volcánicas. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"11.1";"";"";"";"";"";"";"7.0";"8.3";"Sin precipitación";"6";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"11.11.2017 05:00";"13.8";"717.0";"758.5";"";"64";"";"";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"";"7.1";"";"";"";"";"";"";
"11.11.2017 02:00";"16.9";"716.8";"757.9";"-0.5";"55";"Viento procedente del norte";"3";"";"";"sin nubes.";"Estado del cielo sin cambios en su conjunto. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"";"";"";"";"";"";"10.0";"7.8";"Sin precipitación";"6";"";"";"";"";
"10.11.2017 23:00";"22.5";"717.3";"757.6";"";"38";"Viento procedente del sur";"8";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"";"7.3";"";"";"";"";"";"";
"10.11.2017 20:00";"25.7";"716.5";"756.3";"0.6";"33";"Viento procedente del sursuroeste";"5";"";"";"sin nubes.";"Estado del cielo sin cambios en su conjunto. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"32.7";"";"";"";"";"";"10.0";"8.2";"Sin precipitación";"6";"";"";"";"";
"10.11.2017 17:00";"30.8";"715.9";"755.0";"";"22";"Viento procedente del sursuroeste";"5";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"";"6.6";"";"";"";"";"";"";
"10.11.2017 14:00";"30.1";"717.3";"756.5";"";"14";"Viento procedente del sur";"5";"";"";"40%.";"Nubes en general en formación o desarrollándose. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"";"No hay estratocúmulos, estratos, cúmulos ni cumulonimbus.";"sin nubes.";"2500 o más, o sin nuves.";"No hay altocúmulos, altoestratos, ni nimboestratos.";"Cirrus fibratus, a veces uncinus, que no invaden progresivamente el cielo.";"10.0";"0.1";"Sin precipitación";"6";"";"";"";"";
"10.11.2017 11:00";"25.0";"718.9";"758.9";"";"33";"";"";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"";"7.6";"";"";"";"";"";"";
"10.11.2017 08:00";"17.5";"719.7";"760.8";"0.2";"54";"Viento procedente del estenoreste";"2";"";"";"sin nubes.";"Visibilidad reducida por humo, por ejemplo fuego de maleza o incendio de bosques, humo industrial o cenizas volcánicas. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"10.9";"";"";"";"";"";"";"8.0";"8.1";"Sin precipitación";"6";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"10.11.2017 05:00";"11.9";"719.5";"761.5";"";"75";"";"";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"";"7.6";"";"";"";"";"";"";
"10.11.2017 02:00";"14.4";"720.2";"761.8";"-1.4";"64";"";"";"";"";"sin nubes.";"Ningún desarrollo nuboso observado u observable. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"";"";"";"";"";"";"10.0";"7.7";"Sin precipitación";"6";"";"";"";"";
"09.11.2017 23:00";"17.5";"721.6";"762.7";"";"54";"";"";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";
"09.11.2017 20:00";"21.5";"721.0";"761.6";"0.9";"43";"Viento procedente del sursuroeste";"6";"";"";"sin nubes.";"Ningún desarrollo nuboso observado u observable. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"28.6";"";"";"";"";"";"10.0";"8.2";"Sin precipitación";"6";"";"";"";"";
"09.11.2017 17:00";"26.8";"720.1";"760.0";"";"28";"Viento procedente del sur-oeste";"7";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"";"7.0";"";"";"";"";"";"";
"09.11.2017 14:00";"26.1";"720.6";"760.6";"-1.6";"28";"Viento procedente del sur";"4";"";"";"sin nubes.";"Estado del cielo sin cambios en su conjunto. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"";"";"";"";"";"";"10.0";"6.2";"Sin precipitación";"6";"";"";"";"";
"09.11.2017 11:00";"22.5";"722.2";"762.7";"";"37";"Viento procedente del sur";"2";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"";"7.2";"";"";"";"";"";"";
"09.11.2017 08:00";"15.7";"722.6";"764.2";"";"63";"Viento procedente del sursureste";"3";"";"";"50%.";"Nubes en general disipándose o haciéndose menos desarrolladas. ";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"13.2";"";"No hay estratocúmulos, estratos, cúmulos ni cumulonimbus.";"40%.";"2500 o más, o sin nuves.";"Altocúmulos translucidus a un solo nivel.";"Cirrus fibratus, a veces uncinus, que no invaden progresivamente el cielo.";"10.0";"8.7";"Sin precipitación";"6";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"09.11.2017 05:00";"13.4";"721.5";"763.2";"";"74";"Viento procedente del sursureste";"3";"";"";"60%.";" ";"";"";"";"";"";"";"";"";"";"";"8.8";"";"";"";"";"";"";
"09.11.2017 02:00";"14.8";"721.0";"762.4";"0.0";"66";"Viento procedente del sursureste";"4";"";"";"60%.";"Nubes en general en formación o desarrollándose. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"";"No hay estratocúmulos, estratos, cúmulos ni cumulonimbus.";"sin nubes.";"2500 o más, o sin nuves.";"No hay altocúmulos, altoestratos, ni nimboestratos.";"Cirrocúmulos solos, o cirrocúmulos acompañados de cirrus o de cirroestratos, o ambos, pero predominando los cirrocúmulos.";"10.0";"8.4";"Sin precipitación";"6";"";"";"";"";
"08.11.2017 23:00";"18.1";"721.0";"761.9";"";"47";"Viento procedente del sudeste";"4";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"";"6.7";"";"";"";"";"";"";
"08.11.2017 20:00";"20.0";"719.9";"760.6";"0.8";"48";"Viento procedente del sursuroeste";"7";"";"";"20–30%.";"Nubes en general disipándose o haciéndose menos desarrolladas. ";"Nubes que cubren más de la mitad del cielo durante una parte del período considerado y la mitad o menos durante el resto del período.";"Nubes que cubren más de la mitad del cielo durante una parte del período considerado y la mitad o menos durante el resto del período.";"";"27.8";"No hay estratocúmulos, estratos, cúmulos ni cumulonimbus.";"20–30%.";"2500 o más, o sin nuves.";"Altocúmulos translucidus a un solo nivel.";"No hay cirrus, cirrocúmulos, ni Cirroestratos.";"10.0";"8.5";"Sin precipitación";"6";"";"";"";"";
"08.11.2017 17:00";"26.6";"719.1";"758.9";"";"34";"Viento procedente del sursuroeste";"6";"";"";"50%.";" ";"";"";"";"";"Cúmulos mediocris o congestus, con cúmulos de las especies fractus o humilis o estratocúmulos o sin ellos, todos con sus bases a un mismo nivel.";"40%.";"";"Altocúmulos translucidus a un solo nivel.";"No hay cirrus, cirrocúmulos, ni Cirroestratos.";"";"9.3";"";"";"";"";"";"";
"08.11.2017 14:00";"25.5";"720.0";"759.8";"-1.1";"37";"Viento procedente del sursuroeste";"3";"";"";"60%.";"Estado del cielo sin cambios en su conjunto. ";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"";"";"Cúmulos mediocris o congestus, con cúmulos de las especies fractus o humilis o estratocúmulos o sin ellos, todos con sus bases a un mismo nivel.";"20–30%.";"600-1000";"No hay altocúmulos, altoestratos, ni nimboestratos.";"Cirrocúmulos solos, o cirrocúmulos acompañados de cirrus o de cirroestratos, o ambos, pero predominando los cirrocúmulos.";"10.0";"9.8";"Sin precipitación";"6";"";"";"";"";
"08.11.2017 11:00";"20.8";"721.1";"761.9";"";"58";"Viento procedente del noreste";"3";"";"";"60%.";" ";"";"";"";"";"Estratocúmulos que no sean estratocúmulos cumulogenitus.";"20–30%.";"";"Altocúmulos translucidus en bandas, o una o más capas de altocúmulos translucidus u opacus, que progresivamente invaden el cielo; estos altocúmulos generalmente se hacen más densos en conjunto.";"No hay cirrus, cirrocúmulos, ni Cirroestratos.";"";"12.2";"";"";"";"";"";"";
"08.11.2017 08:00";"16.4";"721.3";"762.7";"0.3";"71";"Viento procedente del sudeste";"2";"";"";"90  o más, pero no 100%";"Nubes en general disipándose o haciéndose menos desarrolladas. ";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"14.3";"";"Estratocúmulos que no sean estratocúmulos cumulogenitus.";"60%.";"600-1000";"Altocúmulos translucidus a un solo nivel.";"No hay cirrus, cirrocúmulos, ni Cirroestratos.";"10.0";"11.0";"Sin precipitación";"6";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"08.11.2017 05:00";"14.6";"721.0";"762.4";"";"78";"Viento procedente del sursureste";"2";"";"";"90  o más, pero no 100%";" ";"";"";"";"";"Estratocúmulos que no sean estratocúmulos cumulogenitus.";"90  o más, pero no 100%";"";"No hay altocúmulos, altoestratos, ni nimboestratos.";"No hay cirrus, cirrocúmulos, ni Cirroestratos.";"";"10.7";"";"";"";"";"";"";
"08.11.2017 02:00";"15.7";"721.1";"762.4";"-0.5";"74";"Viento procedente del sudeste";"2";"";"";"90  o más, pero no 100%";"Ningún desarrollo nuboso observado u observable. ";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"";"";"Estratocúmulos que no sean estratocúmulos cumulogenitus.";"40%.";"600-1000";"Altocúmulos translucidus a un solo nivel.";"No hay cirrus, cirrocúmulos, ni Cirroestratos.";"10.0";"11.1";"Sin precipitación";"6";"";"";"";"";
"07.11.2017 23:00";"16.9";"721.6";"762.7";"";"73";"Viento procedente del sursureste";"3";"";"";"90  o más, pero no 100%";" ";"";"";"";"";"Estratocúmulos que no sean estratocúmulos cumulogenitus.";"20–30%.";"";"Altocúmulos translucidus a un solo nivel.";"No hay cirrus, cirrocúmulos, ni Cirroestratos.";"";"12.0";"";"";"";"";"";"";
"07.11.2017 20:00";"18.8";"720.9";"761.8";"1.0";"64";"Viento procedente del sur";"6";"";"";"90  o más, pero no 100%";"Estado del cielo sin cambios en su conjunto. ";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"";"23.4";"Estratocúmulos que no sean estratocúmulos cumulogenitus.";"50%.";"1500-2000";"Altocúmulos translucidus a un solo nivel.";"No hay cirrus, cirrocúmulos, ni Cirroestratos.";"10.0";"11.9";"Sin precipitación";"6";"";"";"";"";
"07.11.2017 17:00";"22.2";"719.9";"760.3";"";"47";"Viento procedente del sursuroeste";"6";"";"";"90  o más, pero no 100%";" ";"";"";"";"";"Estratocúmulos que no sean estratocúmulos cumulogenitus.";"20–30%.";"";"Altocúmulos translucidus u opacus en dos o más capas, o altocúmulos opacus en una sola capa, que no invaden progresiva-mente el cielo, o altocúmulos con altoestratos o nimboestratos.";"No hay cirrus, cirrocúmulos, ni Cirroestratos.";"";"10.2";"";"";"";"";"";"";
"07.11.2017 14:00";"22.8";"720.3";"760.6";"0.0";"52";"Viento procedente del sur";"7";"";"";"90  o más, pero no 100%";"Estado del cielo sin cambios en su conjunto. ";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"";"";"Cúmulos mediocris o congestus, con cúmulos de las especies fractus o humilis o estratocúmulos o sin ellos, todos con sus bases a un mismo nivel.";"20–30%.";"600-1000";"Altocúmulos translucidus a un solo nivel.";"No hay cirrus, cirrocúmulos, ni Cirroestratos.";"10.0";"12.3";"Sin precipitación";"6";"";"";"";"";
"07.11.2017 11:00";"19.9";"720.3";"760.9";"";"63";"";"";"";"";"90  o más, pero no 100%";"Bruma. ";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"";"";"Estratocúmulos que no sean estratocúmulos cumulogenitus.";"50%.";"";"No hay altocúmulos, altoestratos, ni nimboestratos.";"Cirroestratos que no invaden progresivamente el cielo y que no lo cubren en su totalidad.";"";"12.5";"";"";"";"";"";"";
"07.11.2017 08:00";"15.6";"721.3";"762.6";"0.6";"85";"Viento procedente del sursuroeste";"2";"";"";"100%.";"Bruma. ";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"13.2";"";"Cúmulos y estratocúmulos que no sean estratocúmulos cumulogenitus, con bases a niveles diferentes.";"50%.";"100-200";"";"";"7.0";"13.1";"Sin precipitación";"6";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"07.11.2017 05:00";"14.4";"720.7";"762.3";"";"87";"";"";"";"";"100%.";"Bruma. ";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"";"";"Cúmulos y estratocúmulos que no sean estratocúmulos cumulogenitus, con bases a niveles diferentes.";"40%.";"";"No hay altocúmulos, altoestratos, ni nimboestratos.";"No hay cirrus, cirrocúmulos, ni Cirroestratos.";"";"12.3";"";"";"";"";"";"";
